label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala","swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",the aqua approximate query answering system,the aqua approximate query answering system,sigmod conference,international conference on management of data,1999,1999
0,karl aberer,karl aberer,book review column,book reviews,sigmod record,acm sigmod record,2002,2002
1,"chin-wan chung , kyuseok shim , jun-ki min","chin-wan chung , jun-ki min , kyuseok shim",apex : an adaptive path index for xml data,apex : an adaptive path index for xml data,sigmod conference,international conference on management of data,2002,2002
0,"thomas seidl , marco pötke , hans-peter kriegel",won kim,managing intervals efficiently in object-relational databases,unisql/x unified relational and object-oriented database system,vldb,international conference on management of data,2000,1994
0,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala","surajit chaudhuri , gautam das , vivek narasayya",the aqua approximate query answering system,"a robust , optimization-based approach for approximate answering of aggregate queries",sigmod conference,international conference on management of data,1999,2001
0,"peter dadam , wolfgang klas","luc bouganim , maria claudia cavalcanti , fran &#231; oise fabret , maria luiza campos , fran &#231; ois llirbat , marta mattoso , rubens melo , ana maria moura , esther pacitti , fabio porto , margareth simoes , eric simon , asterio tanaka , patrick valduriez",the database and information system research group at the university of ulm,the ecobase project : database and web technologies for environmental information systems,sigmod record,acm sigmod record,1997,2001
0,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu","sudipto guha , rajeev rastogi , kyuseok shim",cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,cure : an efficient clustering algorithm for large databases,sigmod conference,international conference on management of data,2003,1998
0,"henrique paques , ling liu , david buttler , calton pu","hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",ominisearch : a method for searching dynamic content on the web,a layered architecture for querying dynamic web content,sigmod conference,international conference on management of data,2001,1999
1,"olga kapitskaia , philippe bonnet , hubert naacke , anthony tomasic , louiqa raschid , rémy amouroux","anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid",the distributed information search component ( disco ) and the world wide web,the distributed information search component ( disco ) and the world wide web,sigmod conference,international conference on management of data,1997,1997
0,"thomas seidl , marco pötke , hans-peter kriegel","jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",managing intervals efficiently in object-relational databases,efficiently publishing relational data as xml documents,vldb,very large data bases,2000,2000
0,"shahram ghandeharizadeh , doug fang","fabrizio ferrandina , thorsten meyer , roberto zicari",an experimental system for object-based sharing in federated databases,implementing lazy database updates for an object database system,vldb j.,very large data bases,1996,1994
0,"michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel","lukasz golab , m. tamer &#214; zsu",load shedding in a data stream manager,issues in data stream management,vldb,acm sigmod record,2003,2003
0,"zografoula vagena , shu-yao chien , vassilis j. tsotras , carlo zaniolo , donghui zhang","s.-y . chien , v. j. tsotras , c. zaniolo",efficient structural joins on indexed xml documents,efficient schemes for managing multiversionxml documents,vldb,the vldb journal -- the international journal on very large data bases,2002,2002
1,"venkatesh ganti , raghu ramakrishnan , mong-li lee","venkatesh ganti , mong-li lee , raghu ramakrishnan",icicles : self-tuning samples for approximate query answering,icicles : self-tuning samples for approximate query answering,vldb,very large data bases,2000,2000
0,"andreas geppert , klaus r. dittrich","julio c. navas , michael wynblatt",constructing the next 100 database management systems,the network is the database : data management for highly distributed systems,sigmod record,international conference on management of data,1994,2001
0,"tore risch , staffan flodin","jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",processing object-oriented queries with invertible late bound functions,optimizing queries with universal quantification in object-oriented and object-relational databases,vldb,very large data bases,1995,1997
1,"kheng guan goh , wynne hsu , mong-li lee","wynne hsu , mong li lee , kheng guan goh",image mining in iris : integrated retinal information system,image mining in iris : integrated retinal information system,sigmod conference,international conference on management of data,2000,2000
0,"maurizio panti , alberto giretti , luca spalazzi","ling liu , wei han , david buttler , calton pu , wei tang",a case-based approach to information integration,an xjml-based wrapper generator for web information extraction,vldb,international conference on management of data,2000,1999
0,"till westmann , sven helmer , guido moerkotte , donald kossmann",michael h. b &#246; hlen,the implementation and performance of compressed databases,temporal database system implementations,sigmod record,acm sigmod record,2000,1995
1,jan chomicki,jan chomicki,efficient checking of temporal integrity constraints using bounded history encoding,efficient checking of temporal integrity constraints using bounded history encoding,acm trans . database syst .,acm transactions on database systems ( tods ),1995,1995
0,malcolm p. atkinson,richard snodgrass,guest editorial,editorial,vldb j.,acm transactions on database systems ( tods ),2000,2001
1,"runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan","michael j. carey , steve kirsch , mary roth , bert van der linden , nicolas adiba , michael blow , daniela florescu , david li , ivan oprencak , rajendra panwar , runping qi , david rieber , john c. shafer , brian sterling , tolga urhan , brian vickery , dan wineman , kuan yee",the propel distributed services platform,the propel distributed services platform,vldb,very large data bases,2001,2001
1,"joão b. d. cabrera , raman k. mehra , lundy m. lewis","jo &#227; o b. d. cabrera , lundy lewis , raman k. mehra",detection and classification of intrusions and faults using sequences of system calls,detection and classification of intrusions and faults using sequences of system calls,sigmod record,acm sigmod record,2001,2001
1,"robert w. irving , malcolm p. atkinson , ela hunt","ela hunt , malcolm p. atkinson , robert w. irving",database indexing for large dna and protein sequence collections,database indexing for large dna and protein sequence collections,vldb j.,the vldb journal -- the international journal on very large data bases,2002,2002
0,"jing an , mong-li lee , daofeng luo , xiaofeng meng","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",orientstore : a schema based native xml storage system,anatomy of a native xml base management system,vldb,the vldb journal -- the international journal on very large data bases,2003,2002
0,"peter dadam , wolfgang klas","isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",the database and information system research group at the university of ulm,research activities in database management and information retrieval at university of illinois at chicago,sigmod record,acm sigmod record,1997,2002
0,"serge abiteboul , rajeev motwani , svetlozar nestorov",dan suciu,extracting schema from semistructured data,distributed query evaluation on semistructured data,sigmod conference,acm transactions on database systems ( tods ),1998,2002
0,"karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton","dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",caching multidimensional queries using chunks,approximating multi-dimensional aggregate range queries over real attributes,sigmod conference,international conference on management of data,1998,2000
0,"beng chin ooi , yanfeng shu , kian-lee tan","albert d'andrea , phil janus",relational data sharing in peer-based data management systems,unisql 's next-generation object-relational database management system,sigmod record,acm sigmod record,2003,1996
0,"mitch cherniack , kenneth a. ross , gottfried vossen",ken ross,reminiscences on influential papers,influential papers,sigmod record,acm sigmod record,2003,2002
1,"narayanan shivakumar , junghoo cho , hector garcia-molina","junghoo cho , narayanan shivakumar , hector garcia-molina",finding replicated web collections,finding replicated web collections,sigmod conference,international conference on management of data,2000,2000
1,"wolfgang wonner , gerhard weikum , michael gillmann","michael gillmann , gerhard weikum , wolfgang wonner",workflow management with service quality guarantees,workflow management with service quality guarantees,sigmod conference,international conference on management of data,2002,2002
0,"yuan wang , feng tian , david j. dewitt , jianjun chen","daniel a. keim , hans-peter kriegel",niagaracq : a scalable continuous query system for internet databases,visdb : a system for visualizing large databases,sigmod conference,international conference on management of data,2000,1995
0,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski","masum z. hasan , alberto o. mendelzon , dimitra vista",delaunay : a database visualization system,applying database visualization to the world wide web,sigmod conference,acm sigmod record,1997,1996
0,michael j. franklin,"peter apers , stefano ceri , richard snodgrass",editor 's notes,editorial,sigmod record,the vldb journal -- the international journal on very large data bases,2000,2002
0,nam huyn,"ashish gupta , venky harinarayan , dallan quass",multiple-view self-maintenance in data warehousing environments,aggregate-query processing in data warehousing environments,vldb,very large data bases,1997,1995
0,"kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani",hannu toivonen,locally adaptive dimensionality reduction for indexing large time series databases,sampling large databases for association rules,sigmod conference,very large data bases,2001,1996
0,"stephen kelley , frédéic vincent , nick roussopoulos","norio katayama , shin ` ichi satoh",nearest neighbor queries,the sr-tree : an index structure for high-dimensional nearest neighbor queries,sigmod conference,international conference on management of data,1995,1997
1,"nick bassiliades , ioannis p. vlahavas","n. bassiliades , ioannis p. vlahavas",a non-uniform data fragmentation strategy for parallel main-menory database systems,a non-uniform data fragmentation strategy for parallel main-menory database systems,vldb,very large data bases,1995,1995
0,c. mohan,"c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis",a database perspective on lotus domino/notes,evolution of groupware for business applications : a database perspective on lotus domino/notes,sigmod conference,very large data bases,1999,2000
0,wolfgang may,"michael r. genesereth , arthur m. keller , oliver m. duschka",lopix : a system for xml data integration and manipulation,infomaster : an information integration system,vldb,international conference on management of data,2001,1997
0,praveen seshadri,"shekar ramanathan , julia hodges",enhanced abstract data types in object-relational databases,extraction of object-oriented structures from existing relational databases,vldb j.,acm sigmod record,1998,1997
0,michael j. carey,"erhard rahm , robert marek",parallel database systems in the 1990 's,dynamic multi-resource load balancing in parallel database systems,sigmod conference,very large data bases,1994,1995
0,"david maier , leonidas fegaras","leonidas fegaras , david maier",towards an effective calculus for object query languages,optimizing object queries using an effective calculus,sigmod conference,acm transactions on database systems ( tods ),1995,2000
0,"sang hyuk son , rasikan david , bhavani m. thuraisingham","eric simon , angelika kotz dittrich",improving timeliness in real-time secure database systems,promises and realities of active database systems,sigmod record,very large data bases,1996,1995
1,"laura m. haas , ling-ling yan , ronald fagin , renée j. miller","ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin",data-driven understanding and refinement of schema mappings,data-driven understanding and refinement of schema mappings,sigmod conference,international conference on management of data,2001,2001
0,"sudipto guha , rajeev rastogi , kyuseok shim","rakesh agrawal , ramakrishnan srikant",cure : an efficient clustering algorithm for large databases,fast algorithms for mining association rules in large databases,sigmod conference,very large data bases,1998,1994
0,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",philip a. bernstein,metu object-oriented dbms,repositories and object oriented databases,sigmod conference,acm sigmod record,1994,1998
0,daniel a. keim,daniel a. keim,pixel-oriented database visualizations,databases and visualization,sigmod record,international conference on management of data,1996,1996
0,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",ken ross,reminiscences on influential papers,influential papers,sigmod record,acm sigmod record,1999,2002
0,jeff sidell,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",the mariposa distributed database management system,lore : a database management system for semistructured data,sigmod record,acm sigmod record,1996,1997
1,"yuan wang , feng tian , david j. dewitt , jianjun chen","jianjun chen , david j. dewitt , feng tian , yuan wang",niagaracq : a scalable continuous query system for internet databases,niagaracq : a scalable continuous query system for internet databases,sigmod conference,international conference on management of data,2000,2000
1,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu","jialie shen , anne h. h. ngu , john shepherd , du q. huynh , quan z. sheng",cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,sigmod conference,international conference on management of data,2003,2003
0,praveen seshadri,philippe bonnet,predator : a resource for database research,going public : open-source databases and database research,sigmod record,international conference on management of data,1998,2002
0,"arturo jaime , oscar díaz",keishi tajima,exact : an extensible approach to active object-oriented databases,static detection of security flaws in object-oriented databases,vldb j.,international conference on management of data,1997,1996
0,"peter j. haas , rakesh agrawal , jerry kiernan",ralf hartmut g &#252; ting,a system for watermarking relational databases,an introduction to spatial database systems,sigmod conference,the vldb journal -- the international journal on very large data bases,2003,1994
1,"daniele nardi , maurizio lenzerini , stefano trisolini","stefano m. trisolini , maurizio lenzerini , daniele nardi",data integration and warehousing in telecom italia,data integration and warehousing in telecom italia,sigmod conference,international conference on management of data,1999,1999
0,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia","surajit chaudhuri , kyuseok shim",tree pattern query minimization,including group-by in query optimization,vldb j.,very large data bases,2002,1994
0,"mitch cherniack , stanley b. zdonik","mitch cherniack , stan zdonik",rule languages and internal algebras for rule-based optimizers,changing the rules : transformations for rule-based optimizers,sigmod conference,international conference on management of data,1996,1998
1,"letizia tanca , stefano ceri , piero fraternali , stefano paraboschi","stefano ceri , piero fraternali , stefano paraboschi , letizia tanca",automatic generation of production rules for integrity maintenance,automatic generation of production rules for integrity maintenance,acm trans . database syst .,acm transactions on database systems ( tods ),1994,1994
1,"scott shenker , christos h. papadimitriou , richard m. karp","richard m. karp , scott shenker , christos h. papadimitriou",a simple algorithm for finding frequent elements in streams and bags,a simple algorithm for finding frequent elements in streams and bags,acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003
0,narendra mohan,"albert d'andrea , phil janus",dwms : data warehouse management system,unisql 's next-generation object-relational database management system,vldb,acm sigmod record,1996,1996
1,"fenia zioga , peter triantafillou , stavros christodoulakis","stavros christodoulakis , peter triantafillou , fenia zioga",principles of optimally placing data in tertiary storage libraries,principles of optimally placing data in tertiary storage libraries,vldb,very large data bases,1997,1997
0,"jurgen annevelink , tak w. yan","ulrike glavitsch , peter sch &#228; uble , martin wechsler",integrating a structured-text retrieval system with an object-oriented database system,metadata for integrating speech documents in a text retrieval system,vldb,acm sigmod record,1994,1994
0,"alfons kemper , reinhard braumandl , jens claußen","byung suk lee , gio wiederhold",evaluating functional joins along nested reference sets in object-relational and object-oriented databases,efficiently instantiating view-objects from remote relational databases,vldb,the vldb journal -- the international journal on very large data bases,1998,1994
0,"joel l. wolf , charu c. aggarwal , philip s. yu","alexandros nanopoulos , yannis manolopoulos",a new method for similarity indexing of market basket data,efficient similarity search for market basket data,sigmod conference,the vldb journal -- the international journal on very large data bases,1999,2002
0,"themistoklis palpanas , richard sidle , hamid pirahesh , roberta cochrane","serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",incremental maintenance for non-distributive aggregate functions,incremental maintenance for materialized views over semistructured data,vldb,very large data bases,2002,1998
0,"bernhard seeger , dimitris papadias , greg fu , yufei tao","rachel pottinger , alon y. levy",an optimal and progressive algorithm for skyline queries,a scalable algorithm for answering queries using views,sigmod conference,very large data bases,2003,2000
0,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang","m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",database research at columbia university,database research at the university of illinois at urbana-champaign,sigmod record,acm sigmod record,1998,2002
0,won kim,"shekar ramanathan , julia hodges",unisql/x unified relational and object-oriented database system,extraction of object-oriented structures from existing relational databases,sigmod conference,acm sigmod record,1994,1997
0,"gustavo alonso , bettina kemme","alice h. muntz , christian t. ramiller",a new approach to developing and implementing eager database replication protocols,a requirement-based approach to data modeling and re-engineering,acm trans . database syst .,very large data bases,2000,1994
0,"arvind arasu , hector garcia-molina",luca cardelli,extracting structured data from web pages,describing semistructured data,sigmod conference,acm sigmod record,2003,2001
0,richard t. snodgrass,ken ross,reminiscences on influential papers,influential papers,sigmod record,acm sigmod record,1999,2002
0,"helen j. wang , peter j. haas , joseph m. hellerstein","peter j. haas , joseph m. hellerstein",online aggregation,ripple joins for online aggregation,sigmod conference,international conference on management of data,1997,1999
0,george colliat,"sunita sarawagi , shiby thomas , rakesh agrawal","olap , relational , and multidimensional database systems",integrating association rule mining with relational database systems : alternatives and implications,sigmod record,international conference on management of data,1996,1998
1,"michèle cart , claire morpain , jean-françois pons , jean ferrié","claire morpain , mich &#233; le cart , jean ferri &#233; , jean-fran &#231; ois pons",maintaining database consistency in presence of value dependencies in multidatabase systems,maintaining database consistency in presence of value dependencies in multidatabase systems,sigmod conference,international conference on management of data,1996,1996
1,"florian krebs , christian böhm , bernhard braunmüller , hans-peter kriegel","christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel",epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,sigmod conference,international conference on management of data,2001,2001
1,"suzanne w. dietrich , forouzan golshani , susan darling urban","susan d. urban , suzanne w. dietrich , forouzan golshani",database research at arizona state university,database research at arizona state university,sigmod record,acm sigmod record,1996,1996
1,dennis shasha,dennis shasha,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )","lessons from wall street : case studies in configuration , tuning , and distribution",sigmod conference,international conference on management of data,1997,1997
0,philip a. bernstein,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",repositories and object oriented databases,lambda-db : an odmg-based object-oriented dbms,sigmod record,international conference on management of data,1998,2000
1,"jen-wen ding , yueh-min huang , shiao-li tsao","yueh-min huang , jen-wen ding , shiao-li tsao",constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,vldb j.,the vldb journal -- the international journal on very large data bases,1999,1999
0,michael h. böhlen,h. j. schek,temporal database system implementations,special issue on spatial database systems,sigmod record,the vldb journal -- the international journal on very large data bases,1995,1994
0,"jennifer widom , shivnath babu","sumit ganguly , minos garofalakis , rajeev rastogi",continuous queries over data streams,processing set expressions over continuous update streams,sigmod record,international conference on management of data,2001,2003
1,"rakesh agrawal , john c. shafer","john c. shafer , rakesh agrawal",parallel algorithms for high-dimensional similarity joins for data mining applications,parallel algorithms for high-dimensional similarity joins for data mining applications,vldb,very large data bases,1997,1997
0,"giuseppe psaila , stefano ceri , rosa meo","chan man kuok , ada fu , man hon wong",a new sql-like operator for mining association rules,mining fuzzy association rules in databases,vldb,acm sigmod record,1996,1998
0,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian","brian babcock , shivnath babu , rajeev motwani , mayur datar",query caching and optimization in distributed mediator systems,chain : operator scheduling for memory minimization in data stream systems,sigmod conference,international conference on management of data,1996,2003
0,"george m. bryan , j. geyer , wayne e. moore , b. j. curry , k. w. lodge","manish mehta , david j. dewitt",the medusa project : autonomous data management in a shared-nothing parallel database machine,data placement in shared-nothing parallel database systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1997
0,"alberto o. mendelzon , alejandro a. vaisman","ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",temporal queries in olap,range queries in olap data cubes,vldb,international conference on management of data,2000,1997
0,"amit shukla , jeffrey f. naughton , yihong zhao , prasad deshpande","leonid libkin , rona machlin , limsoon wong",simultaneous optimization and evaluation of multiple dimensional queries,"a query language for multidimensional arrays : design , implementation , and optimization techniques",sigmod conference,international conference on management of data,1998,1996
0,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock","lukasz golab , m. tamer &#214; zsu",stream : the stanford stream data manager,issues in data stream management,sigmod conference,acm sigmod record,2003,2003
1,"sonia bergamaschi , maurizio vincini , silvana castano","s. bergamaschi , s. castano , m. vincini",semantic integration of semistructured and structured data sources,semantic integration of semistructured and structured data sources,sigmod record,acm sigmod record,1999,1999
0,"james frew , jeff dozier","christoph quix , mareike schoop , manfred jeusfeld",data management for earth system science,business data management for business-to-business electronic commerce,sigmod record,acm sigmod record,1997,2002
0,dan suciu,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",foreword : management of semistructured data,qursed : querying and reporting semistructured data,sigmod record,international conference on management of data,1997,2002
0,"peter m. chen , wee teck ng","wee teck ng , peter m. chen",integrating reliable memory in databases,integrating reliable memory in databases,vldb j.,very large data bases,1998,1997
0,"p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth","jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",datablitz storage manager : main memory database performance for critical applications,xmas : an extensible main-memory storage system for high-performance applications,sigmod conference,international conference on management of data,1999,1998
0,"joseph m. hellerstein , vijayshankar raman","arunprasad p. marathe , kenneth salem",partial results for online query processing,query processing techniques for arrays,sigmod conference,the vldb journal -- the international journal on very large data bases,2002,2002
1,"seth j. white , r. g. g. cattell , sheldon j. finkelstein","seth white , rick cattell , shel finkelstein",enterprise java platform data access,enterprise java platform data access,sigmod conference,international conference on management of data,1998,1998
1,tzi-cker chiueh,tzi-cker chiueh,content-based image indexing,content-based image indexing,vldb,very large data bases,1994,1994
0,ming-chuan wu,"nicolas bruno , surajit chaudhuri",query optimization for selections using bitmaps,exploiting statistics on query expressions for optimization,sigmod conference,international conference on management of data,1999,2002
0,"walter g. wilson , ambuj goyal , sriram padmanabhan , gilles fecteau , anant jhingran , chaitanya k. baru , hui-i hsiao",gilles fecteau,an overview of db2 parallel edition,managing a db2 parallel edition database,sigmod conference,very large data bases,1995,1995
0,"sang hyuk son , kwei-jay lin , azer bestavros","amihai motro , troels andreasen",report on first international workshop on real-time database systems,report on fqas 2002 : fifth international conference on flexible query answering systems,sigmod record,acm sigmod record,1996,2003
0,magdy s. hanna,"serge abiteboul , richard hull",a close look at the ifo data model,response to a close look at the ifo data model,sigmod record,acm sigmod record,1995,1995
0,"heribert schütz , willem jonker","mark roantree , john murphy , wilhelm hasselbring",the ecrc multi database system,the oasis multidatabase prototype,sigmod conference,acm sigmod record,1995,1999
0,"robert rees , luis-felipe cabrera , wayne hineman","b. adelberg , h. garcia-molina , b. kao",applying database technology in the adsm mass storage system,applying update streams in a soft real-time database system,vldb,international conference on management of data,1995,1995
0,"seok-ju chun , ju-hong lee , seok-lyong lee , chin-wan chung","sin yeung lee , tok wang ling , hua-gang li",dynamic update cube for range-sum queries,hierarchical compact cube for range-max queries,vldb,very large data bases,2001,2000
1,"evaggelia pitoura , panos k. chrysanthis","evaggelia pitoura , panos k. chrysanthis",exploiting versions for handling updates in broadcast disks,exploiting versions for handling updates in broadcast disks,vldb,very large data bases,1999,1999
0,"margaret h. dunham , abdelsalam helal",COL venue VAL acm sigmod record,from the guest editors - special section on data management issues in mobile computing,special topic section on peer to peer data management,sigmod record,,,2003
0,"divesh srivastava , flip korn , johannes gehrke","alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",on computing correlated aggregates over continual data streams,processing complex aggregate queries over data streams,sigmod conference,international conference on management of data,2001,2002
0,frédéric cuppens,"fabien de marchi , st &#233; phane lopes , jean-marc petit , farouk toumani",querying a multilevel database : a logical analysis,analysis of existing databases at the logical level : the dba companion project,vldb,acm sigmod record,1996,2003
0,"chen li , jeffrey d. ullman , foto n. afrati","min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",generating efficient plans for queries using views,computing iceberg queries efficiently,sigmod conference,very large data bases,2001,1998
0,"inderpal singh mumick , alon y. levy , yehoshua sagiv","surajit chaudhuri , kyuseok shim",query optimization by predicate move-around,optimization of queries with user-defined predicates,vldb,very large data bases,1994,1996
0,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov","jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk",a general techniques for querying xml documents using a relational database system,querying xml views of relational data,sigmod record,very large data bases,2001,2001
0,michael stonebraker,david ritter,too much middleware,the middleware muddle,sigmod record,acm sigmod record,2002,1998
0,"arie segev , richard t. snodgrass , christian s. jensen",joachim hammer,report on the 1995 international workshop on temporal databases,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),sigmod record,acm sigmod record,1995,2002
0,yannis e. ioannidis,"jessie b. kennedy , kenneth j. mitchell , peter j. barclay",dynamic information visualization,a framework for information visualisation,sigmod record,acm sigmod record,1996,1996
0,"sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho","surajit chaudhuri , kyuseok shim",minimization of tree pattern queries,optimization of queries with user-defined predicates,sigmod conference,acm transactions on database systems ( tods ),2001,1999
0,"b. sreenath , s. seshadri","luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",the hcc-tree : an efficient index structure for object oriented databases,a data model and data structures for moving objects databases,vldb,international conference on management of data,1994,2000
0,?,wolfgang may,mineset ( tm ) : a system for high-end data mining and visualization,lopix : a system for xml data integration and manipulation,vldb,very large data bases,1996,2001
1,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh","sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh",database research at ut arlington,database research at ut arlington,sigmod record,acm sigmod record,2003,2003
0,"rajeev motwani , waqar hasan","waqar hasan , rajeev motwani",coloring away communication in parallel query optimization,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,vldb,very large data bases,1995,1994
0,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","mary fernandez , daniela florescu , alon levy , dan suciu",aurora : a data stream management system,a query language for a web-site management system,sigmod conference,acm sigmod record,2003,1997
1,"gio wiederhold , erhard rahm , matthias jarke , laura m. haas , philip a. bernstein","philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",panel : is generic metadata management feasible ?,panel : is generic metadata management feasible ?,vldb,very large data bases,2000,2000
0,"daniel barbará , tomasz imielinski","daniel barbar &#225; , tomasz imieli &#324; ski",sleepers and workaholics : caching strategies in mobile environments,sleepers and workaholics : caching strategies in mobile environments ( extended version ),sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1995
0,richard t. snodgrass,"paolo atzeni , alberto o. mendelzon",editorial,guest editorial,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2001,2000
0,"maurizio panti , alberto giretti , luca spalazzi","domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini",a case-based approach to information integration,information integration : the momis project demonstration,vldb,very large data bases,2000,2000
0,"rajeev motwani , serge abiteboul , svetlozar nestorov","jason mchugh , jennifer widom",infering structure in semistructured data,integrating dynamically-fetched external information into a dbms for semistructured data,sigmod record,acm sigmod record,1997,1997
1,"michael stonebraker , sunita sarawagi","sunita sarawagi , michael stonebraker",reordering query execution in tertiary memory databases,reordering query execution in tertiary memory databases,vldb,very large data bases,1996,1996
0,"alfons kemper , reinhard braumandl , jens claußen","jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",evaluating functional joins along nested reference sets in object-relational and object-oriented databases,optimizing queries with universal quantification in object-oriented and object-relational databases,vldb,very large data bases,1998,1997
0,peter z. revesz,"peter buneman , susan davidson , gerd hillebrand , dan suciu",safe query languages for constraint databases,a query language and optimization techniques for unstructured data,acm trans . database syst .,international conference on management of data,1998,1996
0,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",c. mohan,caching strategies for data-intensive web sites,caching technologies for web applications,vldb,very large data bases,2000,2001
0,"zhao-hui tang , georges gardarin , jean-robert gruser","shekar ramanathan , julia hodges",cost-based selection of path expression processing algorithms in object-oriented databases,extraction of object-oriented structures from existing relational databases,vldb,acm sigmod record,1996,1997
0,"daphne koller , lise getoor , benjamin taskar","yong-jin choi , chin-wan chung",selectivity estimation using probabilistic models,selectivity estimation for spatio-temporal queries to moving objects,sigmod conference,international conference on management of data,2001,2002
0,"ada wai-chee fu , man hon wong , chan man kuok","assaf schuster , ran wolff",mining fuzzy association rules in databases,communication-efficient distributed mining of association rules,sigmod record,international conference on management of data,1998,2001
